Country,Year,Value,Rank,Top10Rank
UNITED STATES VIRGIN ISLANDS,2004,2620.0,52.0,
URUGUAY,2004,1871.0,59.0,
UZBEKISTAN,2004,262.0,114.0,
VANUATU,2004,99.0,120.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2004,618.0,95.0,
VIET NAM,2004,2928.0,49.0,
ZIMBABWE,2004,1854.0,60.0,
ALBANIA,2005,748.0,93.0,
ALGERIA,2005,1443.0,70.0,
ANDORRA,2005,11049.0,23.0,
ANGUILLA,2005,143.0,119.0,
ANTIGUA AND BARBUDA,2005,712.0,95.0,
ARUBA,2005,1286.0,73.0,
AUSTRALIA,2005,5499.0,37.0,
AZERBAIJAN,2005,1177.0,75.0,
BAHAMAS,2005,4779.0,42.0,
BAHRAIN,2005,6313.0,31.0,
BARBADOS,2005,1111.0,77.0,
BELARUS,2005,4738.0,43.0,
BELIZE,2005,1037.0,81.0,
BENIN,2005,960.0,83.0,
BERMUDA,2005,517.0,103.0,
BONAIRE,2005,103.0,122.0,
BOTSWANA,2005,1684.0,66.0,
BRITISH VIRGIN ISLANDS,2005,821.0,88.0,
BRUNEI DARUSSALAM,2005,815.0,89.0,
BULGARIA,2005,7282.0,28.0,
CANADA,2005,36160.0,11.0,
CAYMAN ISLANDS,2005,1967.0,59.0,
CHAD,2005,59.0,125.0,
CHINA,2005,120292.0,2.0,2.0
COLOMBIA,2005,981.0,82.0,
COSTA RICA,2005,1959.0,60.0,
CROATIA,2005,45762.0,9.0,9.0
CUBA,2005,2319.0,57.0,
CURAÇAO,2005,510.0,104.0,
CYPRUS,2005,2657.0,52.0,
CZECH REPUBLIC (CZECHIA),2005,24747.0,14.0,
DENMARK,2005,26927.0,13.0,
DOMINICA,2005,381.0,110.0,
DOMINICAN REPUBLIC,2005,3981.0,46.0,
ECUADOR,2005,860.0,85.0,
EGYPT,2005,8608.0,26.0,
EL SALVADOR,2005,1306.0,72.0,
ERITREA,2005,83.0,123.0,
ESWATINI,2005,1182.0,74.0,
FIJI,2005,547.0,100.0,
FINLAND,2005,5038.0,40.0,
FRANCE,2005,185829.0,1.0,1.0
GABON,2005,526.0,102.0,
GAMBIA,2005,460.0,107.0,
GEORGIA,2005,560.0,99.0,
GREECE,2005,15938.0,22.0,
GRENADA,2005,380.0,111.0,
GUADELOUPE,2005,445.0,108.0,
GUATEMALA,2005,1316.0,71.0,
HAITI,2005,480.0,106.0,
HONDURAS,2005,1118.0,76.0,
"HONG KONG, CHINA",2005,23359.0,16.0,
HUNGARY,2005,36173.0,10.0,10.0
ICELAND,2005,429.0,109.0,
INDIA,2005,4038.0,45.0,
INDONESIA,2005,5002.0,41.0,
"IRAN, ISLAMIC REPUBLIC OF",2005,1889.0,65.0,
ISRAEL,2005,1916.0,64.0,
ITALY,2005,59230.0,8.0,8.0
JAMAICA,2005,2615.0,54.0,
JAPAN,2005,6728.0,30.0,
JORDAN,2005,5817.0,36.0,
KAZAKHSTAN,2005,4365.0,44.0,
KENYA,2005,1479.0,69.0,
KIRIBATI,2005,50.0,126.0,
"KOREA, REPUBLIC OF",2005,6023.0,33.0,
KUWAIT,2005,3474.0,49.0,
KYRGYZSTAN,2005,319.0,114.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2005,1095.0,79.0,
LATVIA,2005,3791.0,47.0,
LESOTHO,2005,304.0,115.0,
"MACAO, CHINA",2005,18711.0,21.0,
MALAYSIA,2005,24209.0,15.0,
MALTA,2005,1484.0,68.0,
MARTINIQUE,2005,577.0,98.0,
MAURITIUS,2005,782.0,91.0,
MEXICO,2005,103146.0,3.0,3.0
MONGOLIA,2005,345.0,113.0,
MONTSERRAT,2005,13.1,128.0,
MOROCCO,2005,6077.0,32.0,
MOZAMBIQUE,2005,954.0,84.0,
NAMIBIA,2005,856.0,86.0,
NEW CALEDONIA,2005,182.0,118.0,
NEW ZEALAND,2005,2366.0,56.0,
NICARAGUA,2005,804.0,90.0,
NIGERIA,2005,2778.0,51.0,
NORTHERN MARIANA ISLANDS,2005,507.0,105.0,
NORWAY,2005,5418.0,38.0,
OMAN,2005,1101.0,78.0,
PANAMA,2005,1070.0,80.0,
PARAGUAY,2005,2648.0,53.0,
PERU,2005,1938.0,62.0,
POLAND,2005,64606.0,6.0,6.0
PORTUGAL,2005,21173.0,18.0,
PUERTO RICO,2005,5073.0,39.0,
ROMANIA,2005,5839.0,35.0,
RUSSIAN FEDERATION,2005,22201.0,17.0,
SABA,2005,24.9,127.0,
SAINT KITTS AND NEVIS,2005,365.0,112.0,
SAINT LUCIA,2005,720.0,94.0,
SAINT VINCENT AND THE GRENADINES,2005,256.0,116.0,
SAN MARINO,2005,2107.0,58.0,
SAUDI ARABIA,2005,10417.0,24.0,
SENEGAL,2005,779.0,92.0,
SEYCHELLES,2005,135.0,120.0,
SINGAPORE,2005,8943.0,25.0,
SINT MAARTEN (DUTCH PART),2005,1956.0,61.0,
SLOVENIA,2005,60230.0,7.0,7.0
SOUTH AFRICA,2005,7518.0,27.0,
SPAIN,2005,92563.0,4.0,4.0
SRI LANKA,2005,669.0,96.0,
SYRIAN ARAB REPUBLIC,2005,5859.0,34.0,
TAIWAN PROVINCE OF CHINA,2005,3378.0,50.0,
"TANZANIA, UNITED REPUBLIC OF",2005,613.0,97.0,
TONGA,2005,60.0,124.0,
TRINIDAD AND TOBAGO,2005,529.0,101.0,
TUNISIA,2005,6975.0,29.0,
TÜRKIYE,2005,21125.0,19.0,
UKRAINE,2005,20489.0,20.0,
UNITED KINGDOM,2005,29970.0,12.0,
UNITED STATES OF AMERICA,2005,71484.0,5.0,5.0
UNITED STATES VIRGIN ISLANDS,2005,2602.0,55.0,
URUGUAY,2005,1917.0,63.0,
UZBEKISTAN,2005,242.0,117.0,
VANUATU,2005,126.0,121.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2005,846.0,87.0,
VIET NAM,2005,3477.0,48.0,
ZIMBABWE,2005,1559.0,67.0,
ALBANIA,2006,937.0,85.0,
ALGERIA,2006,1638.0,69.0,
ANDORRA,2006,10737.0,24.0,
ANGUILLA,2006,167.0,118.0,
ANTIGUA AND BARBUDA,2006,838.0,91.0,
ARUBA,2006,1285.0,75.0,
AUSTRALIA,2006,5532.0,38.0,
AZERBAIJAN,2006,1194.0,78.0,
BAHAMAS,2006,4731.0,43.0,
BAHRAIN,2006,7289.0,30.0,
BARBADOS,2006,1102.0,80.0,
BELARUS,2006,5276.0,40.0,
BELIZE,2006,903.0,86.0,
BENIN,2006,975.0,83.0,
BERMUDA,2006,635.0,99.0,
BONAIRE,2006,126.0,121.0,
BOTSWANA,2006,1642.0,68.0,
BRITISH VIRGIN ISLANDS,2006,825.0,93.0,
BRUNEI DARUSSALAM,2006,836.0,92.0,
BULGARIA,2006,7499.0,28.0,
CAMEROON,2006,451.0,109.0,
CANADA,2006,33390.0,11.0,
CAYMAN ISLANDS,2006,2197.0,61.0,
CHINA,2006,124942.0,3.0,3.0
COLOMBIA,2006,2096.0,63.0,
COSTA RICA,2006,2071.0,64.0,
CROATIA,2006,47733.0,9.0,9.0
CUBA,2006,2221.0,60.0,
CURAÇAO,2006,572.0,102.0,
CYPRUS,2006,2629.0,55.0,
CZECH REPUBLIC (CZECHIA),2006,25102.0,16.0,
DENMARK,2006,26936.0,13.0,
DOMINICA,2006,465.0,108.0,
DOMINICAN REPUBLIC,2006,4268.0,47.0,
ECUADOR,2006,841.0,90.0,
EGYPT,2006,9083.0,26.0,
EL SALVADOR,2006,1501.0,73.0,
ERITREA,2006,78.0,124.0,
ESWATINI,2006,1200.0,77.0,
FINLAND,2006,5345.0,39.0,
FRANCE,2006,193882.0,1.0,1.0
GAMBIA,2006,613.0,100.0,
GEORGIA,2006,983.0,82.0,
GREECE,2006,17284.0,22.0,
GRENADA,2006,342.0,115.0,
GUADELOUPE,2006,447.0,110.0,
GUATEMALA,2006,1502.0,72.0,
GUINEA,2006,47.0,126.0,
HAITI,2006,558.0,104.0,
HONDURAS,2006,1136.0,79.0,
"HONG KONG, CHINA",2006,25251.0,15.0,
HUNGARY,2006,38318.0,10.0,10.0
ICELAND,2006,477.0,107.0,
INDIA,2006,4626.0,46.0,
INDONESIA,2006,4871.0,42.0,
"IRAN, ISLAMIC REPUBLIC OF",2006,2735.0,54.0,
ISRAEL,2006,1834.0,66.0,
ITALY,2006,66353.0,6.0,6.0
JAMAICA,2006,3016.0,52.0,
JAPAN,2006,7334.0,29.0,
JORDAN,2006,6573.0,33.0,
KAZAKHSTAN,2006,4707.0,44.0,
KENYA,2006,1601.0,70.0,
KIRIBATI,2006,11.0,128.0,
"KOREA, REPUBLIC OF",2006,6155.0,34.0,
KUWAIT,2006,3899.0,48.0,
KYRGYZSTAN,2006,766.0,95.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2006,1215.0,76.0,
LATVIA,2006,4649.0,45.0,
LESOTHO,2006,357.0,113.0,
LIBYA,2006,125.0,122.0,
"MACAO, CHINA",2006,21998.0,19.0,
MALAYSIA,2006,25298.0,14.0,
MALTA,2006,1521.0,71.0,
MARTINIQUE,2006,599.0,101.0,
MAURITIUS,2006,807.0,94.0,
MEXICO,2006,97701.0,4.0,4.0
MONGOLIA,2006,408.0,112.0,
MONTSERRAT,2006,9.5,129.0,
MOROCCO,2006,6777.0,32.0,
MOZAMBIQUE,2006,1095.0,81.0,
NAMIBIA,2006,961.0,84.0,
NEW CALEDONIA,2006,219.0,117.0,
NEW ZEALAND,2006,2409.0,57.0,
NICARAGUA,2006,891.0,87.0,
NIGERIA,2006,3056.0,51.0,
NORTHERN MARIANA ISLANDS,2006,436.0,111.0,
NORWAY,2006,5738.0,36.0,
OMAN,2006,1385.0,74.0,
PANAMA,2006,1215.0,76.0,
PARAGUAY,2006,2830.0,53.0,
PERU,2006,2227.0,59.0,
POLAND,2006,65115.0,7.0,7.0
PORTUGAL,2006,22588.0,17.0,
PUERTO RICO,2006,5022.0,41.0,
ROMANIA,2006,6037.0,35.0,
RUSSIAN FEDERATION,2006,22486.0,18.0,
RWANDA,2006,531.0,106.0,
SABA,2006,22.9,127.0,
SAINT KITTS AND NEVIS,2006,350.0,114.0,
SAINT LUCIA,2006,670.0,97.0,
SAINT VINCENT AND THE GRENADINES,2006,306.0,116.0,
SAMOA,2006,116.0,123.0,
SAN MARINO,2006,2136.0,62.0,
SAUDI ARABIA,2006,10962.0,23.0,
SENEGAL,2006,876.0,89.0,
SEYCHELLES,2006,151.0,120.0,
SINGAPORE,2006,9751.0,25.0,
SINT MAARTEN (DUTCH PART),2006,1890.0,65.0,
SLOVENIA,2006,58274.0,8.0,8.0
SOUTH AFRICA,2006,8509.0,27.0,
SPAIN,2006,96152.0,5.0,5.0
SRI LANKA,2006,689.0,96.0,
SURINAME,2006,154.0,119.0,
SYRIAN ARAB REPUBLIC,2006,5682.0,37.0,
TAIWAN PROVINCE OF CHINA,2006,3520.0,50.0,
"TANZANIA, UNITED REPUBLIC OF",2006,644.0,98.0,
TONGA,2006,54.0,125.0,
TRINIDAD AND TOBAGO,2006,534.0,105.0,
TUNISIA,2006,7176.0,31.0,
TÜRKIYE,2006,19820.0,21.0,
UKRAINE,2006,21714.0,20.0,
UNITED KINGDOM,2006,32713.0,12.0,
UNITED STATES OF AMERICA,2006,183178.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2006,2571.0,56.0,
URUGUAY,2006,1824.0,67.0,
UZBEKISTAN,2006,560.0,103.0,
VANUATU,2006,154.0,119.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2006,883.0,88.0,
VIET NAM,2006,3583.0,49.0,
ZIMBABWE,2006,2287.0,58.0,
ALBANIA,2007,1127.0,83.0,
ALGERIA,2007,1743.0,69.0,
ANDORRA,2007,10743.0,23.0,
ANGUILLA,2007,164.0,125.0,
ANTIGUA AND BARBUDA,2007,935.0,90.0,
ARUBA,2007,1254.0,80.0,
AUSTRALIA,2007,5644.0,36.0,
AZERBAIJAN,2007,1333.0,77.0,
BAHAMAS,2007,4601.0,45.0,
BAHRAIN,2007,7833.0,27.0,
BARBADOS,2007,1191.0,82.0,
BELARUS,2007,5283.0,40.0,
BELIZE,2007,880.0,96.0,
BENIN,2007,1010.0,86.0,
BERMUDA,2007,660.0,102.0,
BONAIRE,2007,172.0,122.0,
BOTSWANA,2007,1965.0,65.0,
BRITISH VIRGIN ISLANDS,2007,948.0,88.0,
BRUNEI DARUSSALAM,2007,877.0,98.0,
BULGARIA,2007,7726.0,28.0,
CAMEROON,2007,477.0,111.0,
CANADA,2007,30373.0,12.0,
CAYMAN ISLANDS,2007,2008.0,64.0,
CHINA,2007,131873.0,3.0,3.0
COLOMBIA,2007,2381.0,58.0,
COSTA RICA,2007,2302.0,59.0,
COTE D´IVOIRE,2007,182.0,121.0,
CROATIA,2007,52271.0,9.0,9.0
CUBA,2007,2152.0,63.0,
CURAÇAO,2007,664.0,101.0,
CYPRUS,2007,2671.0,53.0,
CZECH REPUBLIC (CZECHIA),2007,22625.0,20.0,
DENMARK,2007,27138.0,16.0,
DOMINICA,2007,437.0,113.0,
DOMINICAN REPUBLIC,2007,4365.0,47.0,
ECUADOR,2007,937.0,89.0,
EGYPT,2007,11091.0,22.0,
EL SALVADOR,2007,1720.0,71.0,
ERITREA,2007,81.0,128.0,
ESWATINI,2007,1230.0,81.0,
FIJI,2007,542.0,106.0,
FINLAND,2007,5736.0,35.0,
FRANCE,2007,193319.0,1.0,1.0
FRENCH POLYNESIA,2007,243.0,119.0,
GAMBIA,2007,487.0,110.0,
GEORGIA,2007,1052.0,84.0,
GRENADA,2007,406.0,114.0,
GUADELOUPE,2007,500.0,109.0,
GUATEMALA,2007,1628.0,73.0,
HAITI,2007,868.0,99.0,
HONDURAS,2007,1309.0,78.0,
"HONG KONG, CHINA",2007,28169.0,14.0,
HUNGARY,2007,39379.0,10.0,10.0
ICELAND,2007,539.0,107.0,
INDIA,2007,5244.0,41.0,
INDONESIA,2007,5506.0,37.0,
"IRAN, ISLAMIC REPUBLIC OF",2007,2219.0,61.0,
ISRAEL,2007,2294.0,60.0,
ITALY,2007,70271.0,6.0,6.0
JAMAICA,2007,2880.0,52.0,
JAPAN,2007,8347.0,26.0,
JORDAN,2007,6529.0,32.0,
KAZAKHSTAN,2007,5311.0,39.0,
KENYA,2007,1817.0,67.0,
KIRIBATI,2007,32.0,130.0,
"KOREA, REPUBLIC OF",2007,6448.0,33.0,
KUWAIT,2007,4482.0,46.0,
KYRGYZSTAN,2007,1656.0,72.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2007,1624.0,74.0,
LATVIA,2007,5209.0,43.0,
LESOTHO,2007,300.0,118.0,
LIBYA,2007,106.0,127.0,
LITHUANIA,2007,4251.0,48.0,
"MACAO, CHINA",2007,27003.0,17.0,
MALAYSIA,2007,28325.0,13.0,
MALTA,2007,1723.0,70.0,
MARTINIQUE,2007,573.0,105.0,
MAURITIUS,2007,933.0,91.0,
MEXICO,2007,93582.0,5.0,5.0
MONGOLIA,2007,455.0,112.0,
MONTSERRAT,2007,8.7,132.0,
MOROCCO,2007,7701.0,30.0,
MOZAMBIQUE,2007,1259.0,79.0,
NAMIBIA,2007,1048.0,85.0,
NEW CALEDONIA,2007,227.0,120.0,
NEW ZEALAND,2007,2455.0,56.0,
NICARAGUA,2007,978.0,87.0,
NIGERIA,2007,5239.0,42.0,
NORTHERN MARIANA ISLANDS,2007,389.0,115.0,
NORWAY,2007,6017.0,34.0,
OMAN,2007,1360.0,76.0,
PANAMA,2007,1428.0,75.0,
PARAGUAY,2007,3005.0,51.0,
PERU,2007,2451.0,57.0,
POLAND,2007,66208.0,7.0,7.0
PUERTO RICO,2007,5062.0,44.0,
ROMANIA,2007,7722.0,29.0,
RUSSIAN FEDERATION,2007,22909.0,19.0,
RWANDA,2007,610.0,103.0,
SABA,2007,21.7,131.0,
SAINT KITTS AND NEVIS,2007,379.0,116.0,
SAINT LUCIA,2007,905.0,93.0,
SAINT VINCENT AND THE GRENADINES,2007,328.0,117.0,
SAMOA,2007,122.0,126.0,
SAN MARINO,2007,2164.0,62.0,
SAUDI ARABIA,2007,13479.0,21.0,
SENEGAL,2007,879.0,97.0,
SEYCHELLES,2007,171.0,123.0,
SINGAPORE,2007,10285.0,24.0,
SINT MAARTEN (DUTCH PART),2007,1891.0,66.0,
SLOVENIA,2007,61293.0,8.0,8.0
SOUTH AFRICA,2007,9208.0,25.0,
SPAIN,2007,98907.0,4.0,4.0
SRI LANKA,2007,592.0,104.0,
STATE OF PALESTINE,2007,928.0,92.0,
SURINAME,2007,167.0,124.0,
SYRIAN ARAB REPUBLIC,2007,5434.0,38.0,
TAIWAN PROVINCE OF CHINA,2007,3716.0,50.0,
"TANZANIA, UNITED REPUBLIC OF",2007,719.0,100.0,
TONGA,2007,65.0,129.0,
TRINIDAD AND TOBAGO,2007,531.0,108.0,
TUNISIA,2007,7512.0,31.0,
TÜRKIYE,2007,27215.0,15.0,
UKRAINE,2007,26162.0,18.0,
UNITED KINGDOM,2007,32778.0,11.0,
UNITED STATES OF AMERICA,2007,175299.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2007,2606.0,54.0,
URUGUAY,2007,1815.0,68.0,
UZBEKISTAN,2007,903.0,94.0,
VANUATU,2007,167.0,124.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2007,898.0,95.0,
VIET NAM,2007,4229.0,49.0,
ZIMBABWE,2007,2506.0,55.0,
ALBANIA,2008,1420.0,81.0,
ALGERIA,2008,1772.0,73.0,
ANDORRA,2008,10194.0,22.0,
ANGUILLA,2008,128.0,129.0,
ANTIGUA AND BARBUDA,2008,863.0,97.0,
ARUBA,2008,1383.0,82.0,
AUSTRALIA,2008,5586.0,38.0,
AZERBAIJAN,2008,1899.0,68.0,
BAHAMAS,2008,4394.0,46.0,
BAHRAIN,2008,8631.0,26.0,
BARBADOS,2008,1165.0,86.0,
BELARUS,2008,5262.0,41.0,
BELIZE,2008,846.0,98.0,
BENIN,2008,1027.0,89.0,
BERMUDA,2008,550.0,110.0,
BONAIRE,2008,250.0,123.0,
BOTSWANA,2008,2344.0,63.0,
BRITISH VIRGIN ISLANDS,2008,934.0,93.0,
BULGARIA,2008,8533.0,27.0,
CAMEROON,2008,487.0,114.0,
CANADA,2008,27370.0,14.0,
CAYMAN ISLANDS,2008,1856.0,70.0,
CHILE,2008,3713.0,51.0,
CHINA,2008,130027.0,3.0,3.0
COLOMBIA,2008,2545.0,57.0,
COSTA RICA,2008,2409.0,60.0,
COTE D´IVOIRE,2008,205.0,125.0,
CROATIA,2008,51336.0,8.0,8.0
CUBA,2008,2348.0,62.0,
CURAÇAO,2008,773.0,99.0,
CYPRUS,2008,2631.0,55.0,
CZECH REPUBLIC (CZECHIA),2008,21850.0,19.0,
DENMARK,2008,26870.0,15.0,
DOMINICA,2008,468.0,117.0,
DOMINICAN REPUBLIC,2008,4455.0,45.0,
ECUADOR,2008,1005.0,91.0,
EGYPT,2008,12835.0,21.0,
EL SALVADOR,2008,1875.0,69.0,
ERITREA,2008,70.0,132.0,
ESTONIA,2008,3828.0,50.0,
ESWATINI,2008,1186.0,85.0,
FIJI,2008,627.0,107.0,
FINLAND,2008,6072.0,35.0,
FRANCE,2008,193571.0,1.0,1.0
FRENCH POLYNESIA,2008,227.0,124.0,
GAMBIA,2008,643.0,106.0,
GEORGIA,2008,1290.0,83.0,
GRENADA,2008,428.0,118.0,
GUADELOUPE,2008,527.0,112.0,
GUATEMALA,2008,1715.0,75.0,
HAITI,2008,758.0,102.0,
HONDURAS,2008,1561.0,77.0,
"HONG KONG, CHINA",2008,29507.0,12.0,
HUNGARY,2008,39554.0,9.0,9.0
ICELAND,2008,561.0,109.0,
INDIA,2008,5373.0,40.0,
INDONESIA,2008,6234.0,34.0,
"IRAN, ISLAMIC REPUBLIC OF",2008,2034.0,66.0,
IRAQ,2008,864.0,96.0,
ISRAEL,2008,3034.0,53.0,
ITALY,2008,70719.0,6.0,6.0
JAMAICA,2008,2859.0,54.0,
JAPAN,2008,8351.0,28.0,
JORDAN,2008,7100.0,31.0,
KAZAKHSTAN,2008,4117.0,48.0,
KENYA,2008,1203.0,84.0,
"KOREA, REPUBLIC OF",2008,6891.0,33.0,
KUWAIT,2008,4736.0,43.0,
KYRGYZSTAN,2008,2379.0,61.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2008,1737.0,74.0,
LATVIA,2008,5496.0,39.0,
LESOTHO,2008,293.0,121.0,
LIBYA,2008,760.0,101.0,
LITHUANIA,2008,4459.0,44.0,
"MACAO, CHINA",2008,22933.0,18.0,
MALAYSIA,2008,25321.0,16.0,
MALTA,2008,1832.0,71.0,
MARTINIQUE,2008,568.0,108.0,
MAURITIUS,2008,970.0,92.0,
MEXICO,2008,92948.0,5.0,5.0
MONGOLIA,2008,469.0,116.0,
MONTSERRAT,2008,8.4,135.0,
MOROCCO,2008,8209.0,29.0,
MOZAMBIQUE,2008,1439.0,80.0,
NAMIBIA,2008,1079.0,87.0,
NEW CALEDONIA,2008,256.0,122.0,
NEW ZEALAND,2008,2483.0,58.0,
NICARAGUA,2008,1011.0,90.0,
NIGERIA,2008,5820.0,37.0,
NORTHERN MARIANA ISLANDS,2008,397.0,119.0,
NORWAY,2008,6054.0,36.0,
OMAN,2008,1540.0,78.0,
PANAMA,2008,1575.0,76.0,
PAPUA NEW GUINEA,2008,120.0,131.0,
PARAGUAY,2008,3118.0,52.0,
PERU,2008,2581.0,56.0,
POLAND,2008,59935.0,7.0,7.0
PUERTO RICO,2008,5213.0,42.0,
ROMANIA,2008,8862.0,25.0,
RUSSIAN FEDERATION,2008,23676.0,17.0,
RWANDA,2008,669.0,105.0,
SABA,2008,22.5,134.0,
SAINT KITTS AND NEVIS,2008,533.0,111.0,
SAINT LUCIA,2008,925.0,94.0,
SAINT VINCENT AND THE GRENADINES,2008,250.0,123.0,
SAMOA,2008,122.0,130.0,
SAN MARINO,2008,2112.0,65.0,
SAUDI ARABIA,2008,17717.0,20.0,
SENEGAL,2008,877.0,95.0,
SEYCHELLES,2008,173.0,127.0,
SINGAPORE,2008,10116.0,23.0,
SINT MAARTEN (DUTCH PART),2008,1821.0,72.0,
SOUTH AFRICA,2008,9729.0,24.0,
SPAIN,2008,97670.0,4.0,4.0
SRI LANKA,2008,526.0,113.0,
STATE OF PALESTINE,2008,1487.0,79.0,
SURINAME,2008,151.0,128.0,
SYRIAN ARAB REPUBLIC,2008,6951.0,32.0,
TAIWAN PROVINCE OF CHINA,2008,3845.0,49.0,
TAJIKISTAN,2008,325.0,120.0,
"TANZANIA, UNITED REPUBLIC OF",2008,770.0,100.0,
TONGA,2008,65.0,133.0,
TRINIDAD AND TOBAGO,2008,482.0,115.0,
TUNISIA,2008,7750.0,30.0,
TÜRKIYE,2008,31138.0,11.0,
TURKS AND CAICOS ISLANDS,2008,757.0,103.0,
UKRAINE,2008,28827.0,13.0,
UNITED KINGDOM,2008,31888.0,10.0,10.0
UNITED STATES OF AMERICA,2008,175703.0,2.0,2.0
UNITED STATES VIRGIN ISLANDS,2008,2435.0,59.0,
URUGUAY,2008,2255.0,64.0,
UZBEKISTAN,2008,1069.0,88.0,
VANUATU,2008,197.0,126.0,
"VENEZUELA, BOLIVARIAN REPUBLIC OF",2008,702.0,104.0,
VIET NAM,2008,4236.0,47.0,
ZIMBABWE,2008,1956.0,67.0,
ALBANIA,2009,1856.0,69.0,
ALGERIA,2009,1912.0,68.0,
ANDORRA,2009,9112.0,24.0,
ANGUILLA,2009,112.0,128.0,
ANTIGUA AND BARBUDA,2009,944.0,92.0,
ARUBA,2009,1420.0,82.0,
AUSTRALIA,2009,5490.0,38.0,
AZERBAIJAN,2009,1830.0,70.0,
BAHAMAS,2009,4645.0,43.0,
BAHRAIN,2009,8861.0,25.0,
BARBADOS,2009,1154.0,87.0,
BELARUS,2009,4872.0,41.0,
BELIZE,2009,941.0,93.0,
BERMUDA,2009,554.0,106.0,
BONAIRE,2009,280.0,117.0,
BRITISH VIRGIN ISLANDS,2009,857.0,96.0,
BULGARIA,2009,7873.0,28.0,
CAMEROON,2009,498.0,111.0,
CANADA,2009,24696.0,15.0,
CAYMAN ISLANDS,2009,1792.0,71.0,
CHILE,2009,3657.0,51.0,
CHINA,2009,126476.0,3.0,3.0
COLOMBIA,2009,2649.0,56.0,
COSTA RICA,2009,2309.0,61.0,
COTE D´IVOIRE,2009,231.0,119.0,
CROATIA,2009,47573.0,8.0,8.0
CUBA,2009,2430.0,59.0,
CURAÇAO,2009,808.0,99.0,
CYPRUS,2009,2370.0,60.0,
CZECH REPUBLIC (CZECHIA),2009,23285.0,17.0,
DENMARK,2009,26571.0,14.0,
DOMINICA,2009,608.0,102.0,
DOMINICAN REPUBLIC,2009,4489.0,44.0,
ECUADOR,2009,968.0,91.0,
EGYPT,2009,12536.0,21.0,
EL SALVADOR,2009,1482.0,81.0,
ERITREA,2009,79.0,129.0,
ESTONIA,2009,3834.0,48.0,
ESWATINI,2009,1344.0,83.0,
FIJI,2009,605.0,103.0,
FINLAND,2009,5695.0,37.0,
FRANCE,2009,192369.0,1.0,1.0
FRENCH POLYNESIA,2009,190.0,123.0,
GEORGIA,2009,1500.0,79.0,
GRENADA,2009,460.0,113.0,
GUADELOUPE,2009,458.0,114.0,
GUATEMALA,2009,1311.0,84.0,
HAITI,2009,826.0,97.0,
HONDURAS,2009,1589.0,76.0,
"HONG KONG, CHINA",2009,29591.0,13.0,
HUNGARY,2009,40624.0,9.0,9.0
ICELAND,2009,563.0,105.0,
INDIA,2009,5295.0,39.0,
INDONESIA,2009,6324.0,34.0,
"IRAN, ISLAMIC REPUBLIC OF",2009,2116.0,64.0,
IRAQ,2009,1262.0,85.0,
ISRAEL,2009,2740.0,54.0,
ITALY,2009,71692.0,6.0,6.0
JAMAICA,2009,2753.0,53.0,
JAPAN,2009,6790.0,33.0,
JORDAN,2009,7085.0,32.0,
KAZAKHSTAN,2009,3774.0,49.0,
KENYA,2009,1490.0,80.0,
"KOREA, REPUBLIC OF",2009,7818.0,29.0,
KUWAIT,2009,5088.0,40.0,
KYRGYZSTAN,2009,2451.0,58.0,
LAO PEOPLE´S DEMOCRATIC REPUBLIC,2009,2008.0,67.0,
LATVIA,2009,4727.0,42.0,
LESOTHO,2009,344.0,116.0,
LITHUANIA,2009,4001.0,47.0,
"MACAO, CHINA",2009,21753.0,18.0,
MALAYSIA,2009,31509.0,11.0,
MALTA,2009,1608.0,75.0,
MARTINIQUE,2009,511.0,110.0,
MAURITIUS,2009,890.0,94.0,
MEXICO,2009,88044.0,5.0,5.0
MONGOLIA,2009,465.0,112.0,
MONTSERRAT,2009,7.3,132.0,
MOROCCO,2009,8661.0,26.0,
MOZAMBIQUE,2009,1711.0,73.0,
NAMIBIA,2009,1100.0,88.0,
NEW CALEDONIA,2009,230.0,120.0,
NEW ZEALAND,2009,2473.0,57.0,
NICARAGUA,2009,1010.0,89.0,
NIGERIA,2009,6053.0,36.0,
NORTHERN MARIANA ISLANDS,2009,354.0,115.0,
NORWAY,2009,6114.0,35.0,
OMAN,2009,1584.0,77.0,
PANAMA,2009,1562.0,78.0,
PAPUA NEW GUINEA,2009,126.0,127.0,
PARAGUAY,2009,3183.0,52.0,
PERU,2009,2681.0,55.0,
POLAND,2009,53840.0,7.0,7.0
PUERTO RICO,2009,4415.0,45.0,
QATAR,2009,1482.0,81.0,
ROMANIA,2009,7575.0,31.0,
RUSSIAN FEDERATION,2009,21339.0,19.0,
RWANDA,2009,664.0,101.0,
SABA,2009,23.7,131.0,
SAINT KITTS AND NEVIS,2009,548.0,107.0,
SAINT LUCIA,2009,982.0,90.0,
